file,hue,value,width,height
image_1.jpg,0.5229823775823194,0.7700023488560843,480,480
image_10.jpg,0.2970002170586453,0.4593111643821608,319,240
image_100.jpg,0.26581888953990385,0.49471179693022055,380,253
image_1000.jpg,0.19282883294058883,0.5428137336600843,800,600
image_1001.jpg,0.496833931203224,0.7492395352214613,450,300
image_1002.jpg,0.11227953571853137,0.820923872703284,320,317
image_1003.jpg,0.14478188718376386,0.576630289661854,800,1100
image_1004.jpg,0.08580224477063787,0.8751229339143617,450,300
image_1005.jpg,0.43950651023417486,0.505557750989489,550,413
image_1006.jpg,0.19415368881230796,0.567946885736875,550,483
image_1007.jpg,0.1938265949278517,0.4489256222838785,236,157
image_1008.jpg,0.18123519072857175,0.40962395561731113,1000,1601
image_1009.jpg,0.36943488022907184,0.4618513071895913,480,360
image_101.jpg,0.44239663095723764,0.7840535310929667,1000,698
image_1010.jpg,0.22115186068314588,0.5868000660938049,400,267
image_1011.jpg,0.08466366845851674,0.6268952432824196,360,360
image_1012.jpg,0.1686046069045361,0.7130656260603234,790,1080
image_1016.jpg,0.5540512367255381,0.5304835707720534,640,480
image_1018.jpg,0.11828734876879837,0.8766859779205599,238,250
image_1019.jpg,0.20928149739760538,0.6784372705882243,250,250
image_102.jpg,0.3095567260730083,0.8383175609181179,290,281
image_1021.jpg,0.2559726861897703,0.8552234743719345,500,570
image_1022.jpg,0.16638383331150558,0.9431062444117537,365,365
image_1023.jpg,0.14307790599235265,0.603761086863614,301,450
image_1024.jpg,0.2106797717631531,0.7341526921380395,236,233
image_1027.jpg,0.2627391353527674,0.7111832970225123,300,450
image_1028.jpg,0.2634460024285285,0.5989411269557166,300,264
image_1029.jpg,0.34925773952484873,0.5183194104436933,922,692
image_1030.jpg,0.25463321012540885,0.503741416873237,180,145
image_1031.jpg,0.48498456047440036,0.5072565287176625,640,452
image_1032.jpg,0.20696700704923537,0.5260656824254387,236,354
image_1034.jpg,0.2572229762913909,0.49364588864685827,2560,1440
image_1036.jpg,0.365124862068763,0.5911232383577942,320,320
image_1037.jpg,0.34466114926408203,0.5837173401754214,433,433
image_1038.jpg,0.4242479825234551,0.7203545751632952,240,160
image_1039.jpg,0.2640783513229103,0.49765430201932664,400,268
image_104.jpg,0.3167598372422058,0.5799422217415799,400,272
image_1040.jpg,0.3868696161357755,0.7658253449526329,360,240
image_1041.jpg,0.2162915446642797,0.3479092863097151,450,298
image_1043.jpg,0.1328794179513344,0.4024085497262181,500,333
image_1044.jpg,0.3438330229424584,0.6620279620618675,665,480
image_1045.jpg,0.1924997335378521,0.7961399873213884,450,299
image_1048.jpg,0.4576477439956571,0.8727754128615954,500,393
image_1049.jpg,0.0,0.8419325980392357,80,80
image_105.jpg,0.6555415232757754,0.5059270194564444,460,259
image_1050.jpg,0.07211852835387583,0.7604530863487288,690,662
image_1051.jpg,0.15060294432394553,0.6858120530325816,180,269
image_1052.jpg,0.2020652050761322,0.5423550513458845,474,356
image_1053.jpg,0.2965701507933454,0.3327501652350985,800,534
image_1054.jpg,0.37125837297379766,0.6117312693497073,608,500
image_1055.jpg,0.33484675215691245,0.7040877605979634,800,506
image_1056.jpg,0.3343305759677822,0.6219718615961309,640,640
image_1057.jpg,0.3943785004771827,0.6254977666741225,690,518
image_1059.jpg,0.6140743474889286,0.1789965527703954,474,300
image_106.jpg,0.12370681200384888,0.48890074726155064,598,499
image_1060.jpg,0.1919808284673216,0.31741447433548453,820,401
image_1061.jpg,0.11153269399291266,0.9714309671237298,400,266
image_1062.jpg,0.1142841577657134,0.8921950706912202,1135,600
image_1064.jpg,0.327783201771084,0.5666473237943994,370,240
image_1065.jpg,0.3272924810757164,0.3423339141646214,960,640
image_1066.jpg,0.28297787300453286,0.67072543042381,1600,1066
image_1067.jpg,0.41786396017268407,0.5366230967726331,399,265
image_1068.jpg,0.0961662416099682,0.6091311546840336,300,300
image_1069.jpg,0.20855877373090326,0.42621367647076686,800,600
image_107.jpg,0.151002810890755,0.6491539433552609,300,300
image_1072.jpg,0.5674629163508184,0.6016666666666265,400,300
image_1073.jpg,0.4138375170276101,0.6073271855965834,237,325
image_1074.jpg,0.0,0.8419325980392357,80,80
image_1075.jpg,0.3130552901785178,0.549831734140219,2000,1334
image_1076.jpg,0.0,1.0,10,10
image_1077.jpg,0.2435860872223464,0.38929488186409444,634,873
image_1078.jpg,0.21378213781541097,0.770431384972647,236,214
image_1079.jpg,0.5834448716944364,0.37861794964908874,800,648
image_108.jpg,0.45821126127458434,0.6040395330244417,357,360
image_1080.jpg,0.4944899050522094,0.7727150364269196,616,308
